season,tournament,date,home_team,away_team,team,player_name,shirt_number,position,is_starter,sub_minute_off,sub_minute_on,minutes_played,espn_match_id,source
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Dan Herbert,13,C,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Jason Little,12,C,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Joe Roff,11,W,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Stephen Larkham,10,FH,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,George Gregan,9,SH,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Richard Harry,1,P,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Michael Foley,2,H,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Fletcher Dyson,3,P,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,David Giffin,4,L,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,John Eales,5,L,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,David Wilson,7,FL,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Jim Williams,8,N8,True,,0,80,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Jeremy Paul,16,H,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Mark Connors,17,N8,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Ben Tune,18,C,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Toutai Kefu,19,FL,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Rod Kafer,19,,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Sam Cordingley,20,,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Matt Cockbain,21,,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-05,New Zealand,Australia,Australia,Glen Panoho,22,,False,,,0,23844,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Thinus Delport,15,FB,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Chester Williams,14,W,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Grant Esterhuizen,13,C,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Robbie Fleck,12,C,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Breyton Paulse,11,W,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Braam van Straaten,10,FH,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Werner Swanepoel,9,SH,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Ollie le Roux,1,P,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Charl Marais,2,H,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Cobus Visagie,3,P,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Andre Venter,4,L,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Mark Andrews,5,L,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Johan Erasmus,6,FL,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Corne Krige,7,FL,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Andre Vos,8,N8,True,,0,80,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Willie Meyer,16,P,False,,,0,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Albert van den Berg,17,L,False,,,0,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Warren Brosnihan,18,FL,False,,,0,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,John Smit,19,P,False,,,0,23845,espn
2000,Rugby Championship / Tri Nations,2000-08-19,South Africa,New Zealand,South Africa,Jaco van der Westhuyzen,20,FH,False,,,0,23845,espn
